unit_id,sensor 2,sensor 3,sensor 4,sensor 7,sensor 8,sensor 9,sensor 11,sensor 12,sensor 13,sensor 14,sensor 15,sensor 17,sensor 20,sensor 21,HI
1,-1.1987201,-1.1168064,-1.3352299,1.0755998,-0.23056726,-1.556451,-0.8369526,0.6733407,-0.7209635,-1.5841461,-1.4260001,-0.8913185,0.87141305,1.4832323,0.75394475
1,-0.9128825,-0.80047673,-1.2911932,1.3767294,-0.28494906,-1.3685625,-1.0930194,0.49151903,-0.92684394,-1.5788546,-1.5441047,-1.1182936,0.60412264,1.409781,0.39354077
1,-0.7288167,-0.5750693,-1.6418545,1.0131686,-0.5846419,-1.5457841,-1.1480592,0.51689565,-0.7984232,-1.4619989,-1.8370966,-0.99732065,0.46057734,1.0663494,0.3746507
1,-0.55291665,-0.7695482,-1.1780378,1.2432623,0.11019747,-1.1889293,-1.3134539,0.17023355,-0.9589155,-1.8125514,-1.3978937,-0.519148,1.6989945,1.374368,0.144409
1,-1.1951824,-0.9366962,-1.3996383,1.0863066,-0.22652565,-1.5273268,-0.9125111,0.26843745,-0.06271146,-1.6352316,-1.3927766,-0.8581043,0.8517156,1.0659448,-0.19074908
1,-1.0911278,-0.30827272,-0.87796736,1.2972867,0.018868342,-1.7193415,-1.2957771,0.2821462,-0.07194516,-1.668397,-0.83591455,-1.2395463,1.0535631,0.99410796,-0.40060437
1,-1.4541621,-1.1676983,-0.80867445,0.83773386,-0.2550401,-1.4111346,-0.5891712,0.82639515,-0.4603033,-1.2698675,-1.3154601,-0.61165035,1.1944295,0.62215436,-0.26059654
1,-1.4966544,-0.9111035,-1.8387896,1.2831385,-0.46781665,-1.7992252,-0.99057364,0.54219776,-0.03748326,-1.7748436,-1.4693444,-1.2646446,0.5580443,1.0521725,-0.49101955
1,-0.97375745,-0.9232524,-0.6971442,1.0875988,-0.24236386,-1.4170433,-0.6668656,0.8498528,-0.7682933,-1.437143,-1.4467344,-0.57181615,1.2318542,1.1086556,-0.30527714
1,-1.2248094,-0.7731185,-1.1995898,1.5171872,-0.35325646,-1.7001313,-0.88559437,0.84125406,0.09284215,-1.8120334,-1.9354169,-0.8139583,1.2389975,1.0155369,-0.5500877
1,-1.1691021,-0.83707124,-1.1702546,1.4784849,-0.6071371,-1.7788334,-0.70898104,0.11135156,-0.3306415,-1.49468,-1.5144839,-0.7971613,1.2431514,1.0633112,-0.4164853
1,-0.77658045,-0.7616732,-0.47581697,1.3816203,-0.9627326,-1.9204357,-0.89839435,0.4201194,-0.24939986,-0.72828066,-1.0192219,-0.45542428,1.2613038,1.1171494,0.5439326
1,-0.81919026,-0.235166,-1.2206233,1.3591743,-1.2178035,-1.9140743,-1.5210235,0.5739087,0.30637175,-1.2914735,-1.7970995,-1.1685716,1.4492202,0.7482736,0.26029217
1,-1.1691891,-0.7721844,-0.7814218,0.88815665,-1.13261,-1.6373698,-1.002519,0.5343528,-0.4791064,-1.2990147,-1.554345,-1.32521,1.2463729,0.77873456,-0.059421815
1,-0.7987707,-0.800161,-0.88988876,0.84274656,-0.5749735,-1.6663862,-0.6977576,0.74429786,-0.060443275,-1.0585433,-1.427367,-1.1148717,1.1246809,1.0306085,0.22952169
1,-1.6032406,-0.8295162,-1.3101321,1.0776496,-0.5499819,-1.8011893,-1.0162076,0.5490192,0.21244156,-1.2775211,-1.4619292,-1.024442,1.182974,0.88360155,-0.018979482
1,-1.55523,-1.3212548,-0.41685045,0.9275355,-0.38435602,-1.6517434,-0.7155583,0.20879483,-0.5420425,-1.2362419,-1.1697035,-0.63853496,0.95451355,0.84697723,-0.71224046
1,-1.3482755,-1.1109849,-0.57502574,0.8264738,-0.65052074,-1.4480081,-0.35053858,0.64859545,-0.17667687,-0.55665255,-1.2752997,-0.6910347,0.65576607,1.3576796,0.3043584
1,-1.13736,-1.2691227,-1.5036423,0.2662765,-0.6236618,-1.491683,-1.1154677,0.42297944,-0.28286564,-1.3140395,-1.2105544,-0.9034109,0.8728966,1.0736967,0.47969487
1,-1.4269437,-1.0761322,-0.9774094,0.43590048,0.20753744,-1.3831928,-0.64514494,0.7741126,-0.8382695,-1.7027267,-1.0657703,-1.0227782,1.1134328,1.2450467,0.13577864
1,-1.5491878,-0.86949253,-1.007367,0.39094257,-0.21348946,-1.1401187,-0.8588843,0.3930745,-0.28669482,-1.1717728,-1.3761897,-0.71527934,0.9221091,0.828565,0.3902456
1,-1.7005873,-1.0016786,-1.2965816,0.16456008,-0.12935731,-1.9793948,-0.850074,0.37389675,-0.61536664,-1.9995807,-1.9701806,-0.6777154,0.7825429,0.9802683,0.16415328
1,-1.2080891,-1.313505,-0.986977,0.6528,0.35217673,-1.7503515,-0.5057283,0.22563718,-0.6767718,-1.4330252,-1.5237657,-0.3864925,0.6292973,0.8978033,0.17825308
1,-0.8232483,-0.91999453,-1.2458249,0.72912663,-0.44687796,-1.770213,-0.72256124,0.2700216,0.18126573,-1.1707761,-1.2838731,-0.16925478,0.93253726,0.3885252,-0.22876829
1,-1.3127892,-0.95821875,-1.3948464,0.49330345,-0.25070703,-2.0574963,-0.7561194,0.57956195,-0.27989122,-1.2863923,-0.90356344,-0.6316397,0.9047252,1.0196669,0.0009043147
1,-0.68814445,-1.0946949,-0.9164977,0.83861613,-0.31635982,-2.0733044,-1.2848737,0.6597482,-0.2534936,-1.1946901,-0.6386818,-0.57539964,1.069239,1.0544924,-0.17201221
1,-1.1678487,-1.2683576,-1.3335515,0.8331712,-0.0766754,-1.8691375,-1.0279956,0.6774584,-0.35029328,-2.1582413,-1.400704,-0.64376295,1.1385217,1.0045577,-0.4097133
1,-1.1156873,-0.8783673,-0.8707606,0.9103246,-0.6475772,-1.7377008,-1.2102507,0.8810892,-0.47346735,-1.052189,-0.91894776,-1.0034981,1.386036,1.4584013,0.47629425
1,-1.0830376,-0.9543213,-1.4649876,0.45694682,-0.33127642,-1.9227787,-1.0121881,0.88967526,-0.4674505,-1.2600749,-1.0089811,-0.3202175,1.5848266,0.97069645,0.55919987
1,-0.49634007,-0.8098071,-1.1831571,0.44460455,-0.73690945,-1.5877151,-1.3690442,0.9146583,-0.081374004,-0.92765915,-0.64103603,-1.1390636,2.1918063,0.9985362,0.68086547
1,-1.3641354,-0.8513542,-0.79047674,0.3359214,-0.028477952,-1.3946651,-0.76090324,0.7324341,-0.6351913,-1.0389917,-0.81453,-1.1027671,2.085839,1.2658614,0.6866234
1,-0.70004004,-0.84383315,-1.060134,0.67608446,-0.50699383,-1.4286722,-0.902419,0.505329,-0.14572404,-0.6705055,-0.8893636,-1.0049418,1.8252239,1.0086737,0.20537934
1,-1.3756933,-0.650167,-1.3977464,0.5191162,-0.59337443,-1.79448,-0.8405446,0.474451,-0.40026957,-1.5647161,-1.5563499,-0.93052566,1.4394315,1.1718774,0.02686029
1,-1.3465117,-0.97805595,-1.0447441,0.81159157,-0.68478703,-1.7056304,-0.9820428,0.55376863,-0.044598535,-0.9121064,-0.5744168,-1.2747399,1.0573442,1.0359179,-0.021398164
1,-1.5668783,-0.8624337,-0.7734158,0.26190525,-0.2213058,-1.6025504,-0.6517886,0.29645717,-0.018287105,-0.82366145,-0.63234454,-0.5740449,0.5375527,0.8210684,0.2288335
1,-0.81906873,-0.43906692,-0.9279069,0.9431576,-0.043825537,-1.601893,-0.8081595,0.6949134,0.58607286,-1.2810334,-0.36734474,-0.6330785,0.8348073,1.0700357,-0.06786575
1,-1.7771004,-0.659551,-1.1411659,0.5495457,-0.19652276,-1.3519417,-1.062234,0.02951319,-0.30452093,-1.4222445,-1.6481164,-1.0406656,1.1156487,0.6434009,-0.3380352
1,-1.2105143,-1.0294997,-1.1410106,0.6292443,-0.38859695,-1.4830928,-0.57100815,0.5745063,-0.44640037,-1.0164105,-1.4117151,-0.98765945,0.4939124,1.2643374,-0.6536108
1,-1.1557574,-1.0040892,-0.77299666,0.8658746,0.00907819,-1.5874084,-1.3654464,0.8273465,-0.07192817,-1.548896,-0.9563912,-0.70858,0.75318396,1.042667,-0.30370742
1,-0.8672068,-1.0476649,-0.93357646,0.9192396,0.09532741,-1.7564852,-0.7827884,0.58096427,-0.11153746,-1.964037,-1.0395381,-0.30194733,1.0837792,0.6684868,0.05782921
1,-1.1520599,-0.92575866,-1.1394769,0.81099194,-0.508725,-1.7776208,-0.6414142,0.1751891,-0.51627856,-0.68329585,-1.4721456,-0.48124072,1.0242153,0.9948884,0.25253662
1,-0.72859395,-0.64363503,-1.0095103,1.1983294,-0.52792543,-1.4582804,-1.1648637,0.9313105,-0.16689192,-1.8149712,-1.1989174,-0.8668384,0.9522041,1.1055852,-0.2835073
1,-0.92149216,-1.2055727,-0.5028503,1.0364301,-0.23668586,-1.9817747,-0.82490325,1.0412832,-0.2575482,-1.6006435,-1.0571684,-0.44912133,0.733491,0.8739985,-0.09615985
1,-0.7051259,-0.8606461,-0.9744179,1.1052991,0.046644047,-1.5416946,-0.5576076,0.8841104,0.26312238,-0.9760952,-1.3900596,-1.0175614,0.87478596,0.70852244,-0.58268297
1,-0.8963847,-1.2624427,-0.83678585,0.54308736,-0.66530406,-1.4390035,-0.6139596,0.81314826,-0.15300453,-1.1241175,-1.4175551,-0.71427447,1.4819251,1.0765674,-0.11502644
1,-0.15902819,-0.9434804,-0.89281327,0.5208527,-0.17359649,-1.6857933,-0.91605437,0.81243,-0.16654588,-1.3625177,-1.1240362,-0.35951826,1.2488679,1.0181986,0.028792076
1,-0.36899212,-0.78217393,-1.3927652,0.9293827,-0.68953806,-1.9001344,-0.83645165,0.60457873,0.6980086,-1.2628783,-0.98933774,-1.0389028,1.2886813,0.78388375,-0.098755114
1,-1.1823769,-0.7555728,-0.9591325,1.1238973,-0.36943173,-1.7477545,-1.1458501,0.44479096,0.20376804,-1.2563655,-1.0476387,-0.97625935,1.2369992,0.8736535,-0.4881107
1,-1.7234416,-1.1494068,-0.45017213,1.1742681,-0.15642639,-1.9157538,-0.87276256,0.4217134,0.4194738,-1.2922665,-0.8948251,-0.9077243,0.5381082,0.69158757,-0.98994195
1,-1.3797367,-0.8760354,-0.64428097,0.8587702,-0.17022182,-1.4739693,-0.45721075,0.64360195,0.02566442,-1.2033826,-0.70409054,-0.86330247,0.641538,0.8745689,-0.057430185
1,-1.5712769,-1.2127235,-1.0957358,1.0249068,-0.83908933,-1.6735781,-0.8241035,0.29493153,0.13664725,-1.54819,-1.2974099,-0.9399617,1.0397172,0.9295925,0.7694086
1,-1.6953729,-0.27962565,-1.1238444,0.7144736,-0.62948436,-1.7384431,-0.556622,0.31908843,-0.5266856,-0.7713314,-1.065419,-1.30009,0.7165443,1.3017255,0.65676147
1,-0.97112817,-1.1755126,-0.8337356,1.0285859,-0.30022824,-1.4337231,-0.7938813,0.519642,-0.121057376,-1.6964575,-0.40712842,-0.39799935,1.3721504,0.5996482,0.6688904
1,-1.1832193,-0.2662962,-0.88702023,0.9833805,-0.34065425,-1.3455877,-0.6949963,0.9888364,0.29662374,-0.87782526,-1.1140676,-1.3022332,1.110637,1.1604275,0.21902989
1,-1.4546019,-0.37543932,-0.75349677,0.63634807,0.17138027,-1.1751827,-0.49468285,-0.34065604,-0.2580739,-1.423911,-1.2603111,-0.721392,1.4129735,1.0068485,-0.042756654
1,-0.90022796,-0.32879323,-0.37337697,0.8029978,-0.26935333,-0.8046379,-0.8166949,0.6047521,0.014260041,-1.1311877,-1.0068048,-1.0276161,0.94788784,0.72801477,-0.62178385
1,-1.1884686,-0.5284232,-0.34168345,0.24286059,0.094044164,-1.0820632,-0.65020585,0.02885958,-0.07185488,-1.1850667,-0.5578385,-0.005227618,0.5067592,0.52244425,-0.6039213
1,-0.66414684,-0.6715043,-1.1498171,1.4205976,-0.81880623,-1.7295867,-1.0276302,-0.26980352,0.42788225,-1.4741639,-0.9451782,-0.2429268,0.30597955,1.0887458,-0.10328262
1,-0.91666895,-0.4105104,-0.64808345,0.88949287,-0.2003916,-1.2845999,-0.7118338,-0.30667287,-0.14947645,-1.2101063,-1.2316959,-0.50059164,-0.3150422,0.59731174,-0.6444582
1,-0.647318,-1.1143734,-1.0791358,0.94457936,-0.41787994,-1.6119552,-0.39925107,0.16725405,0.090532765,-1.6874789,-1.0248145,-0.17377463,0.31693923,0.42555934,-0.6775855
1,-0.85922396,-1.1366047,-0.7438255,0.5386912,-0.5201259,-1.4173021,-0.93877816,0.13368814,-0.060046628,-1.8653996,-1.0700284,-0.64987177,0.31077805,0.5633819,-0.7225683
1,-0.85921454,-0.86769944,-0.4273253,0.5597655,-0.4360175,-1.0465256,-0.63389623,-0.13136494,-0.48565537,-0.73877406,-1.2360746,-0.6253925,0.7087733,0.9576271,-0.52343947
1,-0.26286414,-0.48882246,-0.9425156,0.35600707,-0.52064365,-1.3449616,-0.5789128,0.12991087,0.48678368,-1.0797896,-1.1603507,-0.88431245,0.59294397,0.56978023,-0.5814725
1,-0.7970831,-1.3932202,-0.3949281,0.37899753,0.10452534,-1.032861,-0.48142055,0.17976864,0.26317695,-0.89752436,-1.4652021,-0.513751,0.91346735,0.7866657,-0.7906207
1,-1.0719644,-0.46968907,-0.47519547,0.56965,-0.18114991,-1.5810755,-1.2756095,0.18209393,0.7488219,-0.7645569,-0.6855894,-0.97776437,0.17991792,0.3587801,-0.9753175
1,-0.7904138,-0.9185151,-0.29539794,0.29114136,-0.42162156,-1.7086073,-0.6830383,0.79689133,0.19222938,-0.79783,-0.6607973,-0.5563122,0.83411777,0.38151944,-1.1712109
1,-0.78895926,-1.3732194,-0.59761083,0.66982406,-0.34926802,-1.6918185,-0.5338639,0.76039815,0.76801735,-1.0170121,-0.6878353,-0.51519465,0.94489443,0.3114391,-0.27926955
1,-0.83040625,-0.33742574,-0.6054561,0.30924755,-0.23900117,-1.0961972,-1.1866535,0.9845147,0.3680398,-0.44454417,-0.80758554,-0.9402199,0.4216608,0.43063357,-0.571447
1,-0.6263718,-1.1375297,-0.8665415,0.21228975,-0.092629716,-1.7083434,-0.4006947,1.0805743,-0.089361414,-1.4070021,-0.95212203,0.07927336,0.23142193,0.72000283,-0.27004108
1,-0.46368435,-0.73411965,-1.3170805,1.0677825,0.2783445,-1.4795896,-0.4895757,0.7212136,0.2022125,-1.6317834,-0.949669,-0.4803402,0.23616046,1.164888,-0.067875095
1,-0.047344424,-0.37066558,-0.58302766,0.540924,-0.56363446,-1.6892123,-0.577867,0.27378297,0.22415037,-1.3997003,-1.0425785,-0.65349275,0.162543,0.047585122,0.09330448
1,-0.5548928,-0.47807878,0.065095566,0.72900844,-0.7045365,-1.3118769,-1.1439397,-0.010754554,-0.1451788,-1.3955036,-1.5035027,-0.70174974,0.6118883,0.27181396,0.056094192
1,-0.7894756,-0.5968494,-0.08990936,0.21142355,-0.49706233,-1.5004182,-0.23487236,0.34842622,-0.3733998,-1.0204798,-0.6109198,-0.5659611,-0.10573203,-0.25578284,0.020906113
1,-0.34575054,-0.9693262,-0.63891804,0.80456907,0.111960635,-1.2519486,-0.45520815,0.49487162,0.20340733,-1.156041,-0.47839895,-0.8513777,0.35810924,0.6457989,0.46897444
1,-1.8243147,-0.21561961,-0.75774026,0.6548197,0.3097368,-1.3961794,-0.75402766,0.7016213,-0.108833626,-1.402653,-0.473417,-0.9428896,0.037181146,0.4833057,0.20641866
1,-0.9350381,-0.30583745,-0.5277878,0.14062932,0.3249805,-1.1559293,-0.9575031,1.2530891,-0.34022912,-1.7887884,-1.0345575,-0.5252367,0.0068794386,0.5503339,-0.68896633
1,-0.9109454,-0.40079796,-0.10989685,0.38805544,0.2827856,-0.9654119,-0.934728,0.05200915,-0.19405103,-1.4497403,-0.9855532,-0.23320487,0.76685005,0.087064326,-0.19622818
1,-1.2671051,-0.34748358,-1.0395088,0.7484017,-0.7120978,-1.7638496,-0.509709,0.40801704,0.14873032,-1.8565167,-1.1011282,-0.7160065,0.175459,0.29557747,-0.15815932
1,-0.63108885,-1.0202461,-0.4829365,0.66884786,-0.16949971,-1.6525644,-0.3445947,0.51449114,0.26169476,-1.1793047,-0.9889422,-0.7396133,-0.24909775,0.8038311,0.6090199
1,-0.6612065,-0.16353276,-0.72837096,0.28644517,0.13084796,-1.5107775,-0.558921,-0.62614864,0.30729198,-1.3947045,-0.95923966,-0.3108493,0.35525084,-0.06810489,0.35667774
1,-0.7703251,-0.43164763,-0.26125008,0.8051994,0.046870098,-1.3329409,-0.36457598,0.6324252,0.1638617,-1.2475101,-0.46612325,-0.7993367,0.11691456,0.8129002,-0.33233613
1,-0.9361715,-0.23432086,-0.8834865,0.75528437,0.015005305,-1.4243191,-0.57935154,0.22190571,0.8363126,-0.9854693,-0.3732123,-0.6067048,-0.40337765,0.33001664,-0.25942641
1,-0.5973565,-0.89780927,-0.9781073,0.38891545,-0.062160477,-1.2150513,-0.7394036,0.99172866,-0.3895473,-1.1931868,-0.09744328,-0.20569521,0.75392765,1.1335583,0.37332395
1,0.3292477,-0.032518998,-0.68761855,0.35389724,0.43007642,-1.0941174,-0.75741553,0.39114553,0.20783278,-1.229149,-0.3766795,-0.69488543,0.53993464,0.8531591,0.4368615
1,0.10556098,-0.665359,-0.8512379,-0.010103481,0.19301774,-1.2142004,-0.036420956,0.30477354,-0.43085635,-1.6639522,-1.3066363,-0.18661639,0.7708936,0.5036159,0.21596652
1,0.27981392,-0.47431195,-0.846035,0.5912132,0.5265813,-1.1718072,-0.005388571,-0.30239838,0.057574883,-1.6535983,-0.74563265,-0.6895642,-0.015672784,0.9655621,-0.38029513
1,0.20076501,-0.3638584,-0.5618635,-0.37603587,0.17357986,-1.1679649,-0.01089303,0.7481713,0.09391813,-0.93370104,-1.090037,-0.12269009,-0.17530519,0.49732167,0.34982345
1,-0.2617249,-0.5216614,-0.5396405,0.05731353,0.966652,-1.5642835,-0.6436658,0.4535376,0.6294546,-1.6193633,-0.3981882,-0.06667722,0.35701632,0.89057285,-0.23071606
1,-0.1480121,0.2270647,-0.17682953,0.18065533,0.53930974,-1.4468324,-0.75309205,0.5046538,0.3147288,-1.316044,-0.54286325,-0.14397451,0.5129777,0.57712185,-0.17095041
1,-0.3123029,-0.32228792,-0.7628333,-0.044853225,0.45613742,-1.4043968,-0.29620624,0.68707955,0.50405353,-0.9198806,-0.35111943,0.37246192,0.82732064,0.59219474,-0.36881062
1,0.6230605,0.43360597,-0.39586234,0.15052173,0.38837713,-1.1653858,-1.0158304,-0.18295214,0.66979516,-1.1535583,-0.014020037,-0.23815116,1.1675774,0.74716413,-0.008594975
1,0.20661038,-0.08059129,-0.3082527,0.6373858,0.97759545,-1.6693213,-0.030555828,0.12931113,0.81134254,-1.4847702,-0.5470419,0.37578407,0.6182756,0.8737038,-0.89743996
1,0.13054669,0.10884574,-0.6054029,0.6228724,0.4910208,-1.7530348,-0.7970212,-0.48189327,0.872566,-0.8770962,-0.90984184,-0.0045500174,0.5725656,0.20948851,-0.8926344
1,-0.22382513,-0.6258583,-0.57681215,-0.18837407,0.6000974,-1.4826452,0.2707627,0.09947903,0.28317326,-1.1739278,-0.63059235,0.40382054,-0.010924066,0.03285914,-1.4310002
1,0.13645172,-0.20960712,0.41304874,0.23294583,0.3502382,-1.3656068,-0.63937485,-0.008572577,0.60798436,-0.6708785,0.22009392,-0.25170258,0.373857,-0.04440061,-0.76228255
1,0.21480143,-0.41665453,-0.0037105381,-0.045333996,0.27295828,-0.86500555,-0.06442866,-0.04012423,0.22697444,-1.2446175,-0.8320099,0.31843242,-0.13559587,0.28382114,-0.73110706
1,0.42496344,-0.35098886,-0.6922019,0.28887936,0.44899297,-1.2396027,-0.2564155,-0.44159865,0.17086801,-1.5242764,-0.8115595,0.21982732,0.034258027,0.3605733,-0.6269226
1,0.78625363,-0.017454678,-0.18359001,0.604345,-0.22180001,-1.3563303,-0.73419404,-0.5294155,0.24433352,-1.3216927,-0.57900053,-0.24447659,-0.121853165,0.39583436,-0.12945
1,0.4581157,-0.7520278,0.27571952,0.26144913,0.022162482,-1.31108,-0.23273398,-0.33252996,0.25013143,-1.3872361,-0.7832666,0.052353077,-0.41275084,0.52535594,-0.40091458
1,0.660131,-0.42218775,-0.3217333,0.17416042,0.23108496,-1.2819946,-0.179071,-0.56280255,0.50510806,-1.7628696,-0.3577779,0.03359032,-0.5803094,0.44923237,-0.11745547
1,0.4628903,-0.23351724,-0.40791,-0.11236135,0.22608219,-1.3990825,-0.27656,-0.06746386,0.6780393,-1.356789,0.21445765,-0.28153282,-0.41126037,0.038234018,-0.3069673
1,-0.02394955,-0.1186052,0.46669996,-0.15475404,0.38123524,-1.3908385,-0.4092321,-0.27097338,0.20645986,-1.2237439,0.113994926,-0.1561957,0.13079979,0.13894022,-0.1596682
1,-0.6553762,-0.21439566,1.0374068,-0.0005807299,0.2118807,-0.6803542,-0.43795276,-0.2689897,0.2644026,-0.06249876,-0.10766947,0.09016589,-0.4463924,0.01768546,-1.2355075
1,0.21977165,0.20250323,0.6279873,-0.47946703,-0.30277258,-1.4832256,-0.5710692,0.43137127,0.2513651,-0.8843651,0.25643617,0.3270724,-0.28888622,-0.23256877,-0.49864158
1,0.2773206,-0.35229313,-0.4662366,-0.21753047,0.3189724,-1.2324005,-0.011242105,-0.55976796,0.51869243,-0.79341024,-0.46224865,-0.21097723,0.20393565,0.71322495,-0.17982101
1,-0.1181219,0.2085591,-0.09223595,-0.19840276,0.37575287,-0.6438275,-0.21082172,-0.18498304,0.56550014,-0.7276474,0.07745795,-0.280076,0.5557491,0.37973765,0.19439808
1,-0.18182342,-0.09752107,0.99008715,-0.46756884,0.70235604,-0.9116633,-0.32318193,-0.67827785,0.523219,-1.6301359,-0.436283,0.16927144,-0.17803241,-0.029738605,-0.75665736
1,-0.34003943,-0.67576724,0.79880273,-0.5289491,0.41450936,-0.70267004,0.120734766,-0.36387163,0.26249623,-1.4769152,-0.8249825,0.11277271,-0.45759487,-0.043693393,-1.0694511
1,0.49390057,-0.45359915,0.43771273,-0.050516874,0.24231257,-1.738792,0.1018762,-0.33643284,0.8167629,-2.0061522,-0.21363664,-0.3131139,-1.1102327,0.34201944,-0.08547553
1,0.6000435,-0.4796033,0.3394252,0.4255297,0.6940655,-0.8682615,-0.057595894,-0.7257071,0.78986335,-0.5702816,-0.57904214,-0.32561886,-0.43764177,0.30188793,-0.5448729
1,0.26280025,0.09238192,0.036710933,-0.11347306,0.5548792,-1.6509243,-0.21151577,-0.6906664,0.43626648,-1.8531389,-0.50242615,0.4220526,-0.1820995,-0.22817081,-0.9669877
1,0.07957757,-0.4231544,0.048440512,0.21861607,0.37555426,-1.3151516,-0.18281741,0.02610808,0.46789056,-1.020311,-0.29466155,0.01982949,-0.4574954,0.67728525,-0.9078919
1,-0.084219135,0.24403143,0.40640712,-0.0024351347,0.6956086,-0.94484,-0.9361841,0.06789521,0.6585976,-0.8439333,-0.4900551,0.4792222,0.13712698,0.007253431,-0.6981091
1,-0.022812018,-0.23872365,0.33785403,-0.21185148,0.7190994,-0.9955533,0.030137138,-0.61583173,0.22924148,-0.8473731,-0.10198721,0.17647538,0.35708883,0.49687085,-0.16816767
1,0.38075164,0.044631228,0.20833531,0.14927828,0.7176466,-0.8837693,-0.06816168,-0.043264978,0.38974833,-0.5740356,-0.3577822,0.026902668,0.39146543,0.62897867,0.04628408
1,0.60598344,-0.065363854,0.14624046,0.028054921,1.007875,-0.6568805,-0.4966785,0.37143952,0.45603335,-1.4727405,-0.10730742,0.33487013,0.114401795,0.11107558,-0.46110538
1,0.18642697,-0.19226658,0.33854216,-0.21375471,0.693623,-1.6266701,0.23021479,-0.6252303,0.07493502,-0.60435224,0.20063493,0.25099593,-0.18852016,0.25192812,0.60622454
1,0.93862015,0.37860134,-0.06107013,-0.21241677,1.0593235,-0.6658771,-0.05159758,-0.13054532,0.41844073,-0.07603805,-0.025390085,-0.1821818,-0.4180127,0.41652414,-0.62912875
1,0.55060047,0.17734471,0.7567406,-0.4260272,1.5998129,-0.82384795,0.234437,-0.18654972,0.36035395,-1.6103568,0.6861103,0.7797557,0.12428332,-0.43051565,-1.204171
